City,Date,AQI,PM10,PM2_5,NO2,NO,SO2,CO,O3
Lucknow,2017-05-15,319.0,106.69,137.79,30.67,14.18,3.88,1.55,15.99
Lucknow,2017-05-16,314.0,106.69,157.17,34.09,17.19,2.24,1.59,21.36
Lucknow,2017-05-17,263.0,106.69,79.81,8.75,6.46,2.24,1.2,7.08
Lucknow,2017-05-18,146.0,106.69,102.13,18.73,7.12,2.94,1.29,33.03
Lucknow,2017-05-19,289.0,106.69,143.66,34.67,9.48,3.59,1.27,13.5
Lucknow,2017-05-20,326.0,106.69,122.47,34.29,9.2,3.82,1.18,15.7
Lucknow,2017-05-21,288.0,106.69,139.19,23.7,7.81,2.38,1.21,14.86
Lucknow,2017-05-22,317.0,106.69,163.59,23.25,7.66,3.04,1.22,17.02
Lucknow,2017-05-23,314.0,106.69,125.66,23.33,8.53,5.1,1.22,15.66
Lucknow,2017-05-24,312.0,106.69,152.46,41.85,8.35,4.16,1.27,21.4
Lucknow,2017-05-25,346.0,106.69,151.47,39.1,9.58,4.25,2.95,46.73
Lucknow,2017-05-26,339.0,106.69,131.7,30.43,9.17,4.24,4.99,44.63
Lucknow,2017-05-27,210.0,106.69,65.4,7.83,5.64,4.69,1.6,60.87
Lucknow,2017-05-28,81.0,106.69,57.72,8.69,5.16,3.67,1.97,35.16
Lucknow,2017-05-29,100.0,106.69,60.92,14.29,6.13,3.55,1.43,33.64
Lucknow,2017-05-30,74.0,106.69,40.0,9.02,6.3,4.13,1.09,50.48
Lucknow,2017-05-31,70.0,106.69,39.74,10.23,6.47,4.04,1.16,46.76
Lucknow,2017-06-01,101.0,106.69,85.74,32.57,10.72,4.41,1.42,33.71
Lucknow,2017-06-02,182.0,106.69,77.99,16.37,6.17,5.69,1.14,44.74
Lucknow,2017-06-03,179.0,106.69,115.52,26.03,7.88,6.13,1.72,51.77
Lucknow,2017-06-04,304.0,106.69,150.57,45.77,10.5,4.87,1.4,36.67
Lucknow,2017-06-05,321.0,106.69,147.38,27.01,7.72,4.18,1.36,27.98
Lucknow,2017-06-06,221.0,106.69,54.14,13.17,3.65,4.66,1.18,9.41
Lucknow,2017-06-07,73.0,106.69,45.04,12.7,3.62,4.09,1.2,8.36
Lucknow,2017-06-08,106.0,106.69,74.54,17.12,5.27,5.22,1.2,15.85
Lucknow,2017-06-09,150.0,106.69,70.03,17.65,5.8,5.11,1.12,28.79
Lucknow,2017-06-10,253.0,106.69,99.83,18.44,5.37,4.58,4.39,35.01
Lucknow,2017-06-11,190.0,106.69,95.04,16.05,4.98,4.5,1.15,51.08
Lucknow,2017-06-12,231.0,106.69,111.82,21.52,5.45,5.26,1.19,54.38
Lucknow,2017-06-13,256.0,106.69,144.61,40.14,9.21,4.21,1.57,33.68
Lucknow,2017-06-23,111.0,106.69,66.93,19.39,7.12,3.9,1.28,19.07
Lucknow,2017-06-24,152.0,106.69,72.07,20.75,7.05,4.64,1.25,21.96
Lucknow,2017-06-25,128.0,106.69,54.58,14.33,6.37,3.77,1.29,18.72
Lucknow,2017-06-26,78.0,106.69,39.02,12.17,5.78,3.2,1.22,17.87
Lucknow,2017-06-27,66.0,106.69,38.85,12.47,6.04,3.04,1.3,17.94
Lucknow,2017-06-28,70.0,106.69,44.5,15.31,6.76,4.38,1.18,16.62
Lucknow,2017-06-29,80.0,106.69,47.07,14.71,6.99,4.0,1.4,17.99
Lucknow,2017-06-30,79.0,106.69,39.21,16.37,7.69,3.91,1.34,29.09
Lucknow,2017-07-01,89.0,106.69,38.16,20.32,10.09,4.42,2.65,19.08
Lucknow,2017-07-02,106.0,106.69,34.75,18.36,8.41,3.25,1.19,21.33
Lucknow,2017-07-03,78.0,106.69,28.98,17.27,9.13,3.46,1.2,26.4
Lucknow,2017-07-04,61.0,106.69,28.2,13.45,7.78,3.35,1.42,22.26
Lucknow,2017-07-05,61.0,106.69,30.74,13.2,7.62,3.0,1.09,22.87
Lucknow,2017-07-06,53.0,106.69,24.48,21.06,9.65,3.59,1.26,14.5
Lucknow,2017-07-07,58.0,106.69,29.46,13.61,8.7,2.87,1.32,13.87
Lucknow,2017-07-08,69.0,106.69,25.21,13.3,8.83,3.66,1.34,13.64
Lucknow,2017-07-09,64.0,106.69,18.4,14.22,7.44,4.29,1.23,13.79
Lucknow,2017-07-10,75.0,106.69,30.2,16.64,9.35,3.61,1.37,12.47
Lucknow,2017-07-11,58.0,106.69,16.02,11.99,8.0,2.79,1.86,13.01
Lucknow,2017-07-12,43.0,106.69,21.53,14.36,9.11,3.01,1.21,13.23
Lucknow,2017-07-13,55.0,106.69,28.37,15.31,8.84,4.0,1.35,16.19
Lucknow,2017-07-14,82.0,106.69,55.44,13.94,8.41,3.56,1.65,18.06
Lucknow,2017-07-15,96.0,106.69,57.07,15.99,8.81,3.67,1.59,14.93
Lucknow,2017-07-16,87.0,106.69,47.24,11.49,7.66,2.85,1.63,19.58
Lucknow,2017-07-17,73.0,106.69,40.79,14.62,8.68,2.19,1.98,15.33
Lucknow,2017-07-18,78.0,106.69,46.12,26.27,16.12,3.5,1.44,15.11
Lucknow,2017-07-19,83.0,106.69,41.46,29.1,19.46,3.99,1.93,11.18
Lucknow,2017-07-20,69.0,106.69,41.48,24.74,14.66,3.45,1.27,9.69
Lucknow,2017-07-21,83.0,106.69,56.67,25.77,15.64,3.79,4.62,9.71
Lucknow,2017-07-22,122.0,106.69,47.17,24.2,14.87,2.72,1.52,10.49
Lucknow,2017-07-23,79.0,106.69,47.46,23.2,14.62,3.5,1.21,14.95
Lucknow,2017-07-24,80.0,106.69,45.11,26.67,16.78,3.35,1.25,12.65
Lucknow,2017-07-25,68.0,106.69,37.14,25.15,15.81,4.3,1.2,10.83
Lucknow,2017-07-26,66.0,106.69,46.49,31.82,12.49,4.31,1.13,10.83
Lucknow,2017-07-27,149.0,106.69,47.36,14.54,6.93,4.42,12.12,13.47
Lucknow,2017-07-28,84.0,106.69,49.58,14.39,7.75,4.4,1.14,13.69
Lucknow,2017-07-29,85.0,106.69,38.49,21.49,10.44,3.64,1.91,10.35
Lucknow,2017-07-30,78.0,106.69,40.43,23.18,8.2,3.68,3.36,10.78
Lucknow,2017-07-31,64.0,106.69,28.38,14.31,9.31,4.39,1.18,10.29
Lucknow,2017-08-01,57.0,106.69,32.39,17.62,10.17,4.47,1.18,10.84
Lucknow,2017-08-02,76.0,106.69,37.85,23.02,12.39,4.55,1.57,9.17
Lucknow,2017-08-03,78.0,106.69,42.88,21.6,13.19,4.81,1.35,8.33
Lucknow,2017-08-04,125.0,106.69,57.19,22.19,15.81,4.51,2.52,27.11
Lucknow,2017-08-05,156.0,106.69,66.28,21.63,23.68,5.64,1.8,38.87
Lucknow,2017-08-06,158.0,106.69,35.62,18.3,10.99,4.78,1.39,27.85
Lucknow,2017-08-07,126.0,106.69,46.27,74.77,11.76,3.84,1.87,11.44
Lucknow,2017-08-08,80.0,106.69,26.24,24.89,9.44,5.63,1.83,8.35
Lucknow,2017-08-09,70.0,106.69,42.18,17.26,15.98,7.82,1.68,7.31
Lucknow,2017-08-10,146.0,106.69,88.74,22.55,11.43,7.15,1.44,6.31
Lucknow,2017-08-11,126.0,106.69,39.71,31.26,13.29,7.36,1.46,8.05
Lucknow,2017-08-12,84.0,106.69,38.97,30.55,9.37,6.97,1.47,10.19
Lucknow,2017-08-13,81.0,106.69,46.39,24.96,6.52,6.86,1.16,8.89
Lucknow,2017-08-14,175.0,106.69,119.08,27.26,14.02,7.16,1.33,9.1
Lucknow,2017-08-15,134.0,106.69,50.79,27.91,7.19,6.77,1.48,9.68
Lucknow,2017-08-16,97.0,106.69,67.23,41.39,6.26,7.68,1.71,6.52
Lucknow,2017-08-17,172.0,106.69,76.76,43.53,4.81,10.36,3.77,5.69
Lucknow,2017-08-18,129.0,106.69,39.01,57.74,7.95,6.94,2.05,5.22
Lucknow,2017-08-19,66.0,106.69,44.23,16.23,3.71,3.0,1.12,11.1
Lucknow,2017-08-20,110.0,106.69,45.75,13.93,2.89,2.61,2.68,8.87
Lucknow,2017-08-21,72.0,106.69,47.44,40.65,6.93,6.18,0.88,13.03
Lucknow,2017-08-22,75.0,106.69,43.99,47.89,12.14,6.19,1.23,14.16
Lucknow,2017-08-23,75.0,106.69,43.33,46.85,22.04,6.27,1.32,8.38
Lucknow,2017-08-24,73.0,106.69,49.51,32.88,19.4,6.1,1.1,12.04
Lucknow,2017-08-25,76.0,106.69,34.82,50.54,14.23,6.41,1.15,11.49
Lucknow,2017-08-26,63.0,106.69,36.6,29.57,21.37,5.98,1.24,12.11
Lucknow,2017-08-27,56.0,106.69,21.59,72.49,24.06,5.97,1.29,13.56
Lucknow,2017-08-28,50.0,106.69,11.61,17.95,11.22,6.46,1.34,13.54
Lucknow,2017-08-29,41.0,106.69,22.21,15.26,5.27,4.85,1.13,18.2
Lucknow,2017-08-30,55.0,106.69,33.11,13.48,9.59,4.41,1.65,26.77
Lucknow,2017-08-31,108.0,106.69,31.44,16.14,7.56,4.64,4.68,19.36
Lucknow,2017-09-01,70.0,106.69,20.76,14.04,7.39,4.62,1.62,18.1
Lucknow,2017-09-02,72.0,106.69,21.69,13.09,6.56,4.69,1.68,18.2
Lucknow,2017-09-03,66.0,106.69,25.72,11.18,8.26,4.61,1.62,14.84
Lucknow,2017-09-04,83.0,106.69,32.27,14.94,10.02,5.54,1.54,14.14
Lucknow,2017-09-05,73.0,106.69,41.31,19.7,6.4,5.11,1.31,14.73
Lucknow,2017-09-06,84.0,106.69,47.98,33.03,11.35,4.62,1.49,18.19
Lucknow,2017-09-07,77.0,106.69,48.66,31.39,12.7,5.11,1.17,15.15
Lucknow,2017-09-08,96.0,106.69,57.46,32.49,14.32,5.14,1.09,20.56
Lucknow,2017-09-09,95.0,106.69,59.67,43.52,14.04,5.02,1.13,19.36
Lucknow,2017-09-10,116.0,106.69,72.6,48.73,17.81,4.38,1.2,30.02
Lucknow,2017-09-11,171.0,106.69,86.0,29.13,18.06,5.37,1.18,26.2
Lucknow,2017-09-12,163.0,106.69,74.71,52.22,17.14,4.28,1.17,29.4
Lucknow,2017-09-13,153.0,106.69,81.77,51.42,15.46,4.75,1.14,29.14
Lucknow,2017-09-14,173.0,106.69,76.58,18.06,10.17,4.9,1.11,23.29
Lucknow,2017-09-15,120.0,106.69,53.51,24.96,10.91,5.46,1.28,30.61
Lucknow,2017-09-16,79.0,106.69,43.46,32.36,9.4,4.64,1.25,32.14
Lucknow,2017-09-17,76.0,106.69,44.81,33.74,12.03,4.83,1.16,31.59
Lucknow,2017-09-18,75.0,106.69,40.76,34.34,9.45,5.15,3.23,27.24
Lucknow,2017-09-19,141.0,106.69,22.15,23.0,7.67,4.91,8.13,18.66
Lucknow,2017-09-20,61.0,106.69,41.19,25.2,9.36,4.93,1.33,16.73
Lucknow,2017-09-21,67.0,106.69,21.08,22.99,6.89,5.53,1.14,15.47
Lucknow,2017-09-22,176.0,106.69,23.0,16.09,5.02,4.49,7.52,14.94
Lucknow,2017-09-23,59.0,106.69,30.87,13.79,5.69,5.59,1.33,12.27
Lucknow,2017-09-24,79.0,106.69,40.25,11.11,4.69,5.08,1.25,16.39
Lucknow,2017-09-25,76.0,106.69,33.76,12.3,5.04,4.72,1.26,19.63
Lucknow,2017-09-26,89.0,106.69,68.45,16.86,3.77,4.79,0.95,20.53
Lucknow,2017-09-27,151.0,106.69,80.19,19.01,4.73,6.4,1.18,26.15
Lucknow,2017-09-28,160.0,106.69,75.01,37.57,11.19,7.7,0.89,30.48
Lucknow,2017-09-29,140.0,106.69,65.98,34.9,13.34,6.95,0.94,29.53
Lucknow,2017-09-30,135.0,106.69,77.33,31.24,6.96,7.67,0.95,29.65
Lucknow,2017-10-01,140.0,106.69,61.56,26.32,12.61,6.78,0.8,23.32
Lucknow,2017-10-02,115.0,106.69,68.78,24.24,7.94,8.56,0.71,16.98
Lucknow,2017-10-03,122.0,106.69,58.8,34.36,15.79,8.82,0.78,15.38
Lucknow,2017-10-04,100.0,106.69,42.05,25.47,8.89,7.04,0.96,20.42
Lucknow,2017-10-05,95.0,106.69,59.02,36.5,17.64,7.37,1.02,17.38
Lucknow,2017-10-06,103.0,106.69,60.54,37.58,12.67,7.04,1.04,20.43
Lucknow,2017-10-07,138.0,106.69,83.04,43.59,16.71,6.75,1.18,25.48
Lucknow,2017-10-08,188.0,106.69,82.36,34.46,12.31,6.95,1.0,28.6
Lucknow,2017-10-09,165.0,106.69,81.08,41.3,20.44,7.04,1.02,19.71
Lucknow,2017-10-10,207.0,106.69,100.7,34.8,14.66,8.1,1.11,22.94
Lucknow,2017-10-11,200.0,106.69,73.41,30.57,8.57,5.91,1.1,18.43
Lucknow,2017-10-12,182.0,106.69,95.02,44.26,12.35,6.5,0.79,23.52
Lucknow,2017-10-13,259.0,106.69,140.41,62.28,32.53,5.6,1.0,21.43
Lucknow,2017-10-14,311.0,106.69,138.31,53.25,14.45,5.22,0.87,31.1
Lucknow,2017-10-15,308.0,106.69,128.71,59.68,15.4,7.14,0.89,39.88
Lucknow,2017-10-16,319.0,106.69,169.38,72.26,29.6,11.86,0.73,28.96
Lucknow,2017-10-17,348.0,106.69,176.38,71.24,39.23,17.23,0.67,19.74
Lucknow,2017-10-18,354.0,106.69,194.31,55.68,47.62,21.34,0.97,18.81
Lucknow,2017-10-19,330.0,106.69,173.5,36.49,13.34,31.73,1.61,17.24
Lucknow,2017-10-20,362.0,106.69,172.87,29.79,11.81,15.66,1.51,15.35
Lucknow,2017-10-21,265.0,106.69,130.42,30.05,9.04,15.55,1.22,17.32
Lucknow,2017-10-22,339.0,106.69,229.03,57.38,34.06,19.69,1.44,26.57
Lucknow,2017-10-23,391.0,106.69,196.91,80.44,56.94,23.36,1.53,28.24
Lucknow,2017-10-24,353.0,106.69,199.31,75.27,59.11,21.03,1.76,26.58
Lucknow,2017-10-25,363.0,106.69,209.09,86.12,68.98,26.05,1.78,31.97
Lucknow,2017-10-26,379.0,106.69,204.12,89.66,65.77,26.34,1.34,25.79
Lucknow,2017-10-27,343.0,106.69,161.98,83.17,51.75,19.57,1.66,33.02
Lucknow,2017-10-28,338.0,106.69,171.39,84.41,52.81,19.45,1.44,29.39
Lucknow,2017-10-29,333.0,106.69,184.47,55.4,10.52,14.33,1.14,42.12
Lucknow,2017-10-30,344.0,106.69,155.1,59.52,29.63,10.32,1.28,37.37
Lucknow,2017-10-31,237.0,106.69,136.84,61.21,39.08,10.32,0.87,45.65
Lucknow,2017-11-01,312.0,106.69,151.16,44.85,16.17,7.29,1.15,37.03
Lucknow,2017-11-02,323.0,106.69,172.33,51.53,21.31,7.06,1.17,47.5
Lucknow,2017-11-03,354.0,106.69,195.75,56.67,20.56,6.81,1.75,46.69
Lucknow,2017-11-04,369.0,106.69,198.64,52.58,31.33,7.25,1.38,44.73
Lucknow,2017-11-05,388.0,106.69,195.99,49.04,48.24,8.52,2.76,46.58
Lucknow,2017-11-06,339.0,106.69,200.8,50.59,40.04,9.71,1.22,42.18
Lucknow,2017-11-07,362.0,106.69,230.94,59.57,32.32,10.21,1.35,46.2
Lucknow,2017-11-08,425.0,106.69,334.9,60.72,42.34,9.79,1.51,57.2
Lucknow,2017-11-09,495.0,106.69,387.84,55.77,65.64,9.39,1.65,56.13
Lucknow,2017-11-10,503.0,106.69,378.39,51.14,45.74,8.94,2.05,50.44
Lucknow,2017-11-11,463.0,106.69,258.15,52.54,21.19,10.15,1.31,60.8
Lucknow,2017-11-12,386.0,106.69,239.63,38.8,13.34,10.89,1.17,60.88
Lucknow,2017-11-13,454.0,106.69,446.68,62.1,60.76,10.83,1.81,45.74
Lucknow,2017-11-14,581.0,106.69,425.31,60.79,103.0,10.19,1.58,35.99
Lucknow,2017-11-15,444.0,106.69,237.11,56.89,49.14,9.5,1.85,37.48
Lucknow,2017-11-16,360.0,106.69,191.15,54.05,51.97,9.39,1.79,29.43
Lucknow,2017-11-17,361.0,106.69,181.72,46.83,26.03,8.03,1.28,37.44
Lucknow,2017-11-18,341.0,106.69,190.16,50.47,13.86,9.27,1.07,42.82
Lucknow,2017-11-19,360.0,106.69,192.63,49.27,11.75,24.02,0.89,40.77
Lucknow,2017-11-20,324.0,106.69,139.29,42.64,10.67,13.4,0.85,58.37
Lucknow,2017-11-21,316.0,106.69,171.74,48.07,11.57,6.62,1.0,69.72
Lucknow,2017-11-22,350.0,106.69,187.09,59.73,13.66,8.11,1.18,61.73
Lucknow,2017-11-23,344.0,106.69,167.77,60.97,13.14,8.36,1.19,54.78
Lucknow,2017-11-24,336.0,106.69,171.75,63.91,11.99,9.02,1.22,52.9
Lucknow,2017-11-25,342.0,106.69,194.67,73.69,25.07,11.13,1.28,54.83
Lucknow,2017-11-26,360.0,106.69,181.66,59.21,11.0,11.19,0.82,64.86
Lucknow,2017-11-27,342.0,106.69,230.28,60.42,11.95,12.16,1.03,65.26
Lucknow,2017-11-28,385.0,106.69,178.03,66.88,25.23,8.69,1.43,51.4
Lucknow,2017-11-29,364.0,106.69,236.79,92.62,101.11,10.96,2.29,34.01
Lucknow,2017-11-30,411.0,106.69,274.25,80.71,72.96,8.59,2.02,31.53
Lucknow,2017-12-01,434.0,106.69,286.15,73.94,106.63,8.26,2.39,29.09
Lucknow,2017-12-02,387.0,106.69,220.65,68.12,54.29,8.96,1.72,31.63
Lucknow,2017-12-03,389.0,106.69,226.91,69.83,44.37,8.77,1.68,29.46
Lucknow,2017-12-04,366.0,106.69,210.11,68.83,29.32,9.54,1.48,27.96
Lucknow,2017-12-05,366.0,106.69,194.41,54.82,17.21,10.58,1.25,29.49
Lucknow,2017-12-06,369.0,106.69,237.17,48.21,12.01,11.95,1.15,44.14
Lucknow,2017-12-07,351.0,106.69,119.24,46.04,11.68,8.77,0.96,43.58
Lucknow,2017-12-08,240.0,106.69,119.57,53.18,12.51,13.25,0.6,51.29
Lucknow,2017-12-09,310.0,106.69,178.06,64.87,54.19,15.34,1.01,38.22
Lucknow,2017-12-10,389.0,106.69,235.17,73.96,55.31,13.86,1.52,27.02
Lucknow,2017-12-11,354.0,106.69,164.75,73.78,36.96,10.23,1.6,28.25
Lucknow,2017-12-12,339.0,106.69,193.96,72.23,50.36,10.5,1.82,22.08
Lucknow,2017-12-13,352.0,106.69,173.02,60.94,11.72,8.87,0.81,29.12
Lucknow,2017-12-14,328.0,106.69,169.94,47.79,8.44,8.43,0.68,25.2
Lucknow,2017-12-15,328.0,106.69,155.69,49.63,8.01,11.8,0.7,24.85
Lucknow,2017-12-16,325.0,106.69,130.22,47.58,7.63,8.63,0.51,32.47
Lucknow,2017-12-17,293.0,106.69,150.31,56.93,15.04,10.49,1.05,37.52
Lucknow,2017-12-18,341.0,106.69,206.45,67.75,14.63,9.83,1.27,29.55
Lucknow,2017-12-19,417.0,106.69,347.73,78.85,68.28,10.93,2.57,22.79
Lucknow,2017-12-20,543.0,106.69,433.0,76.92,113.36,13.64,2.78,25.31
Lucknow,2017-12-21,486.0,106.69,288.47,57.72,42.66,12.24,1.79,49.22
Lucknow,2017-12-22,383.0,106.69,207.16,52.36,9.61,11.66,1.19,80.06
Lucknow,2017-12-23,337.0,106.69,158.89,54.32,27.36,9.16,0.93,77.57
Lucknow,2017-12-24,339.0,106.69,218.33,59.58,26.01,8.54,1.88,64.36
Lucknow,2017-12-25,395.0,106.69,233.41,49.73,18.8,7.07,2.01,61.54
Lucknow,2017-12-26,371.0,106.69,227.18,52.13,30.87,8.41,1.81,63.43
Lucknow,2017-12-27,425.0,106.69,290.8,59.6,41.47,8.66,1.94,64.21
Lucknow,2017-12-28,460.0,106.69,369.35,53.57,65.49,9.5,2.13,51.08
Lucknow,2017-12-29,443.0,106.69,243.94,46.83,37.62,10.19,2.15,39.17
Lucknow,2017-12-30,362.0,106.69,196.62,56.08,19.0,7.24,2.03,28.32
Lucknow,2017-12-31,387.0,106.69,235.15,53.25,12.19,7.64,2.14,49.5
Lucknow,2018-01-01,356.0,106.69,170.51,41.05,9.57,6.89,1.89,60.19
Lucknow,2018-01-02,320.0,106.69,199.89,34.35,36.7,8.56,1.39,50.44
Lucknow,2018-01-03,406.0,106.69,239.01,38.57,12.12,7.57,1.43,42.66
Lucknow,2018-01-04,389.0,106.69,250.36,46.68,13.96,7.77,1.6,30.7
Lucknow,2018-01-05,398.0,106.69,241.25,48.41,18.05,9.07,1.45,15.74
Lucknow,2018-01-06,359.0,106.69,192.99,49.57,30.98,8.87,1.67,27.13
Lucknow,2018-01-07,387.0,106.69,252.98,53.94,35.25,8.86,1.81,25.4
Lucknow,2018-01-08,431.0,106.69,300.46,58.74,25.08,9.17,1.83,25.25
Lucknow,2018-01-09,408.0,106.69,245.76,45.21,25.68,8.57,1.83,22.39
Lucknow,2018-01-10,398.0,106.69,235.73,46.46,18.32,8.8,2.1,27.65
Lucknow,2018-01-11,393.0,106.69,260.93,48.82,19.85,9.82,1.62,32.01
Lucknow,2018-01-12,427.0,106.69,301.74,54.54,15.11,9.29,1.29,17.78
Lucknow,2018-01-13,432.0,106.69,284.77,52.45,33.23,10.86,1.49,22.37
Lucknow,2018-01-14,420.0,106.69,231.89,62.82,38.7,9.76,1.36,26.75
Lucknow,2018-01-15,398.0,106.69,238.68,61.77,46.87,8.7,2.48,29.12
Lucknow,2018-01-16,359.0,106.69,198.9,45.9,12.28,9.81,1.57,39.04
Lucknow,2018-01-17,363.0,106.69,211.58,47.58,26.3,10.82,1.96,16.64
Lucknow,2018-01-18,368.0,106.69,210.07,46.32,46.68,9.9,1.97,27.45
Lucknow,2018-01-19,433.0,106.69,290.41,54.83,93.85,9.96,1.89,22.2
Lucknow,2018-01-20,391.0,106.69,183.73,49.43,21.64,10.46,2.16,24.45
Lucknow,2018-01-21,355.0,106.69,197.86,49.76,26.7,9.56,1.16,36.88
Lucknow,2018-01-22,384.0,106.69,242.99,51.54,43.71,8.87,1.34,33.49
Lucknow,2018-01-23,426.0,106.69,275.53,49.56,71.72,9.71,1.83,26.45
Lucknow,2018-01-24,346.0,106.69,162.78,37.49,11.42,10.27,1.05,28.72
Lucknow,2018-01-25,324.0,106.69,157.0,31.58,12.06,8.1,1.06,20.9
Lucknow,2018-01-26,333.0,106.69,178.63,35.09,13.42,8.58,1.31,42.45
Lucknow,2018-01-27,344.0,106.69,179.67,36.02,12.78,9.7,1.28,57.25
Lucknow,2018-01-28,357.0,106.69,202.52,38.93,17.7,8.36,1.53,55.88
Lucknow,2018-01-29,373.0,106.69,201.04,45.62,17.19,9.83,1.13,59.69
Lucknow,2018-01-30,344.0,106.69,155.06,34.43,12.86,7.78,1.14,66.28
Lucknow,2018-01-31,295.0,106.69,151.75,26.38,11.85,8.44,0.98,71.36
Lucknow,2018-02-01,324.0,106.69,162.83,33.39,15.66,8.27,1.04,61.06
Lucknow,2018-02-02,321.0,106.69,164.95,40.26,48.6,9.1,1.37,62.13
Lucknow,2018-02-03,370.0,106.69,235.22,54.6,98.89,12.83,2.02,56.21
Lucknow,2018-02-04,370.0,106.69,163.84,32.99,12.92,9.75,1.39,59.09
Lucknow,2018-02-05,312.0,106.69,158.45,34.06,9.48,10.79,0.86,71.31
Lucknow,2018-02-06,323.0,106.69,161.37,28.92,8.8,11.05,0.69,59.51
Lucknow,2018-02-07,322.0,106.69,125.72,35.64,11.41,9.24,1.28,46.54
Lucknow,2018-02-08,299.0,106.69,169.06,36.42,10.91,12.08,0.81,42.86
Lucknow,2018-02-09,290.0,106.69,137.16,34.68,10.14,14.02,0.95,40.36
Lucknow,2018-02-10,286.0,106.69,123.17,38.79,18.07,13.01,1.12,32.64
Lucknow,2018-02-11,266.0,106.69,125.92,56.72,37.72,13.29,1.49,17.54
Lucknow,2018-02-12,267.0,106.69,124.69,37.19,12.11,12.54,1.09,22.29
Lucknow,2018-02-13,239.0,106.69,115.87,33.81,11.67,12.22,1.14,23.1
Lucknow,2018-02-14,247.0,106.69,120.76,24.51,12.45,10.56,0.65,25.01
Lucknow,2018-02-15,301.0,106.69,148.44,25.39,7.98,13.72,0.62,28.0
Lucknow,2018-02-16,359.0,106.69,225.93,21.43,7.58,15.47,0.68,30.65
Lucknow,2018-02-17,398.0,106.69,226.87,26.73,9.38,15.7,0.71,29.86
Lucknow,2018-02-18,358.0,106.69,194.03,36.45,13.24,15.42,0.8,25.56
Lucknow,2018-02-19,386.0,106.69,199.58,37.62,10.31,15.91,0.8,30.61
Lucknow,2018-02-20,313.0,106.69,143.78,41.48,23.01,19.75,0.91,28.9
Lucknow,2018-02-21,332.0,106.69,228.66,50.36,95.81,19.24,1.23,25.85
Lucknow,2018-02-22,394.0,106.69,233.24,48.38,45.77,20.89,1.15,23.8
Lucknow,2018-02-23,389.0,106.69,228.21,55.31,75.28,21.32,1.41,21.08
Lucknow,2018-02-24,382.0,106.69,198.75,54.01,38.5,21.7,1.14,42.51
Lucknow,2018-02-25,348.0,106.69,183.9,31.02,9.7,14.64,0.87,94.71
Lucknow,2018-02-26,317.0,106.69,101.97,19.72,6.93,11.36,0.68,87.92
Lucknow,2018-02-27,181.0,106.69,76.71,25.24,7.25,13.5,0.72,89.05
Lucknow,2018-02-28,202.0,106.69,107.99,28.14,8.49,13.53,0.85,98.61
Lucknow,2018-03-01,264.0,106.69,114.94,26.97,10.86,12.12,0.78,94.98
Lucknow,2018-03-02,236.0,106.69,111.57,21.7,8.91,13.04,0.89,98.26
Lucknow,2018-03-03,202.0,106.69,94.86,20.46,10.91,12.7,0.68,88.2
Lucknow,2018-03-04,227.0,106.69,96.12,25.72,13.14,11.9,0.73,77.14
Lucknow,2018-03-05,187.0,106.69,91.04,20.32,8.88,11.02,0.65,59.88
Lucknow,2018-03-06,250.0,106.69,141.46,21.47,8.84,12.26,0.63,61.54
Lucknow,2018-03-07,288.0,106.69,133.8,28.95,11.19,13.33,0.72,61.47
Lucknow,2018-03-08,340.0,106.69,170.76,44.32,19.28,15.43,0.87,42.5
Lucknow,2018-03-09,297.0,106.69,140.81,33.39,13.76,15.73,0.73,40.57
Lucknow,2018-03-10,249.0,106.69,118.16,26.41,9.53,14.59,0.63,38.13
Lucknow,2018-03-11,219.0,106.69,133.03,28.51,10.28,18.02,0.69,30.69
Lucknow,2018-03-12,247.0,106.69,133.07,29.11,11.36,15.34,1.05,36.22
Lucknow,2018-03-13,247.0,106.69,102.13,31.03,15.6,15.46,0.68,34.42
Lucknow,2018-03-14,317.0,106.69,166.43,58.62,52.89,18.86,0.87,25.22
Lucknow,2018-03-15,331.0,106.69,137.04,50.15,27.38,20.64,0.54,22.33
Lucknow,2018-03-16,233.0,106.69,115.27,32.71,10.59,15.59,0.39,36.08
Lucknow,2018-03-17,273.0,106.69,84.82,33.09,10.09,13.7,0.3,38.68
Lucknow,2018-03-18,142.0,106.69,77.35,28.74,9.06,11.51,0.27,47.83
Lucknow,2018-03-19,196.0,106.69,97.05,34.84,10.2,11.29,0.31,48.96
Lucknow,2018-03-20,225.0,106.69,96.72,35.27,11.53,10.77,0.49,39.03
Lucknow,2018-03-21,245.0,106.69,115.04,56.86,28.28,13.27,0.58,24.86
Lucknow,2018-03-22,273.0,106.69,112.45,36.65,15.33,10.09,0.4,32.86
Lucknow,2018-03-23,218.0,106.69,101.79,28.72,9.55,10.34,0.34,46.94
Lucknow,2018-03-24,197.0,106.69,88.04,31.61,9.83,11.63,0.32,51.96
Lucknow,2018-03-25,198.0,106.69,93.26,27.88,9.69,9.9,0.31,51.79
Lucknow,2018-03-26,151.0,106.69,72.45,31.96,10.28,10.38,0.34,51.08
Lucknow,2018-03-27,137.0,106.69,75.58,34.22,9.32,10.63,0.39,49.84
Lucknow,2018-03-28,214.0,106.69,106.91,54.89,38.15,13.93,0.6,33.71
Lucknow,2018-03-29,271.0,106.69,130.56,42.21,28.96,13.36,0.43,37.69
